world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss
1,-5.226841954488367,0,0,0.2,3,,
2,-0.5069479661080115,0,0,0.4117647058823529,3,,
3,-4.466442039647059,0,0,0.125,3,,
4,5.3146619438054,1,0,0.36363636363636365,3,0.6149739885300982,0.5007101076841355
5,-8.177116357476352,0,1,0.2,3,0.8517227797942647,0.4729924956957499
6,-6.132971352985771,0,1,,3,0.903127605363853,0.43880449917356845
7,-4.650051455993192,0,1,0.0,3,1.0002676277524896,0.4390852650006612
8,-4.962345664413938,0,1,0.375,3,1.0954445683293872,0.44602271914482117
9,-5.343580537722377,0,1,0.4,3,0.8866972640653451,0.41025609195232393
10,-5.509744621313081,0,2,0.3333333333333333,3,1.3295169109883516,0.38661747628992255
11,-6.3980801152383195,0,2,0.5,3,0.8944129479256855,0.36849134117793075
12,-4.550799336637501,0,1,0.3333333333333333,3,0.8175596881544951,0.354273399885963
13,-4.089936439009042,0,1,0.2777777777777778,3,0.8094014861245653,0.32748243788426573
14,8.24754286196067,1,0,0.16666666666666666,3,0.8760441118392391,0.34560975772993907
15,-2.9013948609639417,0,1,0.3888888888888889,3,0.944989753224082,0.2706820471533414
16,-4.802313702275347,0,1,0.2916666666666667,3,0.702458902200063,0.2854071194306016
17,6.4162436522290465,1,0,0.2857142857142857,3,0.8551583979069517,0.30999313862147654
18,6.150518044357304,0,1,0.30952380952380953,3,0.8957400825650742,0.24809766481242454
19,6.35289910376095,1,0,0.29411764705882354,3,0.655689607633919,0.13622467976904684
20,6.36533226289967,1,0,0.25,3,0.7821390666443893,0.12770669175578014
21,7.775058776455165,1,0,0.0,3,0.927959704298084,0.106381717755386
22,6.90538028046278,0,1,0.2894736842105263,3,0.8648287864594624,0.12373929151466914
23,9.01426578953934,0,0,0.2916666666666667,3,1.0641090933978559,0.011813074108213186
24,6.931831691171087,1,0,0.35714285714285715,3,0.7452024631202221,-0.11149278733258446
25,19.309639354637017,0,0,0.44,3,0.966800741404295,-0.08513836773112417
26,6.415360642639469,0,2,0.5972222222222222,3,0.7497330289788362,-0.0409290062763342
27,29.08532366192162,1,0,0.38,3,0.8615498575342804,-0.09636318211754163
28,29.2493383518695,1,0,0.34,3,0.8561938450886653,-0.22831209551077336
29,29.56412648155835,1,0,0.40625,3,0.8756520298344118,-0.23526093501735618
30,19.415133638527973,0,0,0.35443037974683544,3,0.9172695296257735,-0.33187859736382963
31,29.658577033014875,1,0,0.39473684210526316,3,0.7620735409168097,-0.3004638936370611
32,29.585581140826406,1,0,0.4222222222222222,3,0.7349239609796893,-0.4628192050890489
33,17.129744739933976,1,0,0.4117647058823529,3,1.0859638842252584,-0.5912050536045661
34,29.62834030945631,1,0,0.34615384615384615,3,0.7373517100908318,-0.5638668071478605
35,29.54356460983642,1,0,0.5,3,0.7789888180590965,-0.5959611166464654
36,6.880655996295722,1,0,0.3333333333333333,3,1.0508680320703065,-0.7668827817990229
37,18.05430126891173,1,0,0.36,3,0.6426926744517996,-0.71641751175577
38,29.452563560540558,1,0,0.5217391304347826,3,0.8016442724915801,-0.8413583417573283
39,29.57024879616696,1,0,0.6,3,0.7175630223751068,-0.970083087682724
40,29.357500549934514,1,0,0.6666666666666666,3,0.9656304754841496,-0.9862675036702837
41,16.93442744326158,0,1,0.7142857142857143,3,0.6842809021472931,-1.1676218628883361
42,16.69105930984458,0,1,0.0,3,0.9701569533866384,-1.1036304935165073
43,29.306294610430566,1,0,0.7777777777777778,3,0.8450016218097243,-1.3448647376563814
44,29.31590839754504,1,0,0.6363636363636364,3,0.7928228927037072,-1.3142754025757313
45,17.05753404184167,1,0,0.5454545454545454,3,0.7087443270113157,-1.27533818916841
46,29.266135854986928,1,0,0.7647058823529411,3,0.8768606960773468,-1.605712087204059
47,29.48925528460416,1,0,0.6,3,0.9127329636004663,-1.6352303951017317
48,16.93578170194259,0,1,,3,0.7800827239240918,-1.5393676715237754
49,17.06960713612109,0,1,,3,0.7136109606786207,-1.4969655387103558
50,29.628076084389562,1,0,,3,0.8811313715719041,-1.7834927751904441
51,29.65248343132639,1,0,,3,0.8649210873104277,-1.666551907857259
52,28.999710878437366,1,0,,3,0.6522206468507648,-2.0921116396784782
53,29.539665898124323,1,0,,3,0.8579502320289611,-2.1893756914138796
54,29.548390981513403,1,0,0.75,3,0.8372790577510992,-2.2769893805185952
55,29.68721841278712,1,0,,3,0.5844467868728023,-2.2934130504727364
56,29.526403047615016,1,0,,3,0.7876686982570156,-2.157874671618144
57,29.646657922866748,1,0,,3,0.7570974816536081,-2.3685962677001955
58,29.560749587086537,1,0,,3,0.8908966875502041,-2.6335569279534474
59,29.544602514499744,1,0,,3,0.7007900029420853,-2.551879678453718
60,29.685017541575863,1,0,,3,0.6369880618793624,-2.7969485180718556
61,29.69682869453909,1,0,,3,0.6684879248340925,-2.7659164746602376
62,29.67439838080568,1,0,,3,0.6881987719700254,-2.8871357100350514
63,29.439781129793733,1,0,,3,0.6900590668464529,-2.9610724290211996
64,29.643242653203757,1,0,0.35714285714285715,3,0.5766015748182932,-3.0933609008789062
65,29.612745160340612,1,0,,3,0.8280252607969137,-2.901412083552434
66,29.671140388920204,1,0,0.5,3,1.0294507903357346,-3.1164268056551614
67,29.56784118252192,1,0,0.16666666666666666,3,0.7806272780895234,-3.229371822797335
68,29.631511003338627,1,0,,3,0.9338739062177723,-3.524784735270909
69,29.466549885960973,1,0,,3,0.8495837536950906,-3.3755332231521606
70,29.553895637708735,1,0,,3,0.7939000315964222,-3.615870694319407
71,29.58894538886355,1,0,0.5,3,0.71070638174812,-3.6095599929491677
72,29.587069612329657,1,0,,3,0.6963787460327149,-3.843912197993352
73,29.58008326453502,1,0,0.3333333333333333,3,0.874085294512602,-3.9635825157165527
74,29.527401777584515,1,0,0.5,3,0.7696324400603771,-3.841309905052185
75,29.479881294812746,1,0,,3,0.7724285471439362,-3.967680513858795
76,29.549472931836757,1,0,,3,1.1155293667316437,-3.8771177438589244
77,29.495988095904647,1,0,0.35714285714285715,3,1.3039267758528392,-4.319735844930013
78,29.569134440909448,1,0,0.3333333333333333,3,0.9468643237715182,-4.2947445566003974
79,29.640003036035296,1,0,0.5,3,1.0623760249303735,-4.553185383478801
80,29.504121077768986,1,0,0.5,3,0.786663567242415,-4.1306703090667725
81,29.533089889220165,1,0,0.6666666666666666,3,0.8418342345035993,-4.396523090509268
82,29.614673178379277,1,0,,3,0.8618744065364202,-4.559946656227112
83,29.58080023797956,2,0,0.4375,3,0.6213960064494092,-4.589755455652873
84,29.609223936085385,1,0,0.4166666666666667,3,0.8191077061321425,-4.649558240717107
85,29.58374712421156,1,0,,3,1.2220587074756621,-4.244902445719792
86,29.472997154926578,1,0,0.4,3,1.1144996664740823,-4.872169342907992
87,29.431997021964992,1,0,0.5,3,1.0878859725263383,-4.985387618725117
88,29.6033738566079,1,0,,3,1.0636493693227353,-4.967905382315318
89,29.6206286989289,1,0,,3,0.7600369945816372,-4.789378469640559
90,29.6597692470191,1,0,,3,0.9400398588698843,-5.1778150002161665
91,29.50085168171549,1,0,0.4166666666666667,3,1.1712663031759716,-5.255469560623169
92,29.618075071508986,1,0,,3,1.2561681928733985,-5.155540704727173
