seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,75.6111111111111,23.16666666666666,23.316007333371424,84.99999999999999
2,75.94444444444444,22.111111111111107,30.678647474526542,85.0
3,78.22222222222221,20.166666666666664,28.25057006074785,95.0
