seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,95.1111111111111,3.6111111111111103,40.403227951313994,100.0
2,93.16666666666667,5.7222222222222205,29.711020860799028,100.0
3,95.83333333333333,3.0555555555555545,48.8250658825085,100.0
