world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss
1,8.264811267449632,1,1,,3,,
2,-7.00859752744469,0,3,0.5,3,,
3,-4.456932769268955,0,2,,3,,
4,-4.428959585566905,0,2,0.2,3,,
5,-5.435374350000857,0,3,0.75,3,1.6319580455310643,-0.34390706568956375
6,-10.383254040820809,0,3,0.42857142857142855,3,1.3083367890988786,-0.25373627052952846
7,-3.4444200774381515,0,1,,3,1.0947306678444146,-0.3266917034285143
8,6.215348842453281,1,1,0.5,3,0.708951460365206,-0.4632213818281889
9,-5.252208649202902,0,2,0.75,3,0.5128046042472124,-0.6322908386588096
10,-4.633814973196907,0,3,0.4117647058823529,3,0.35038550790203243,-0.788284273837742
11,6.497250064993826,1,2,0.5,3,0.43515451661040705,-0.8291219338293998
12,-0.9986788871127589,0,2,0.75,3,0.4455162753164768,-0.9601437021791935
13,9.077406428313976,1,1,0.7692307692307693,3,0.3777878078259528,-1.1919275107979774
14,6.71133350546291,1,2,0.25,3,0.3126676268875599,-1.2933620604184957
15,5.380505465764788,1,2,0.30357142857142855,3,0.44771017024391574,-1.398862009926846
16,5.423323244540076,1,2,,3,0.5214308032701755,-1.4608806844415336
17,7.957526253680659,1,1,,3,0.47511900309473276,-1.5613209700584412
18,-5.7457047399956,0,3,0.3717948717948718,3,0.4728234097605846,-1.7743521391368302
19,7.495536675041094,1,1,0.42857142857142855,3,0.5082020691782236,-1.9448817098140716
20,18.377827000142396,2,1,0.38095238095238093,3,0.5498077751774537,-2.0741948108924064
21,22.0655120456497,2,0,0.32,3,0.4997208906710148,-2.3892504173517226
22,21.985860344558688,2,0,,3,0.48452746540308,-2.9235326153039933
23,22.298466535448853,2,0,0.4,3,0.5102800137549639,-3.6433007037639618
24,22.0925980046912,2,0,0.16666666666666666,3,0.5490214126184583,-4.478338314294815
25,29.579242608289253,3,0,,3,0.6352705573663116,-4.75402257591486
26,29.611115438744445,3,0,,3,0.528689547876517,-5.164040342966715
27,22.021390469174477,2,0,0.25,3,0.5652227648347616,-5.6173153448104856
28,29.575483520561306,3,0,,3,0.585793278871044,-6.0606235842550955
29,29.6275843766475,3,0,,3,0.6443311606844266,-6.351393699645996
30,29.610043277186623,3,0,,3,0.7700753115838573,-6.436790097144343
31,29.536350777065916,3,0,,3,0.6201881638595036,-6.76138048512595
32,7.423090201828473,1,2,0.3333333333333333,3,0.6383369691669941,-6.777835726737976
33,22.253360368821646,2,0,0.5,3,0.7909168644249439,-7.193006377220154
34,22.026169763225,2,0,,3,0.9364593255519867,-8.108149642944335
35,29.542354967764414,3,0,,3,0.8212428483469733,-8.664767857255606
36,29.582392757395144,3,0,,3,0.8701973035931587,-8.76478431224823
37,29.543717316831536,3,0,,3,0.9303625635802746,-9.010069537162781
38,29.479358825443267,3,0,0.5,3,1.03399286840273,-9.280411233072696
39,29.591862482668517,3,0,,3,1.0017426557838918,-9.329000782966613
40,29.66618015681229,3,0,0.25,3,0.7007872068729156,-9.766499617160894
41,29.6262557287822,3,0,,3,1.0023206501472286,-10.015812152769508
42,29.512813649587713,3,0,,3,1.0502819001674653,-10.268068766593933
43,29.52840110333588,3,0,,3,0.8540235242328128,-10.517377750293628
44,29.714914827898582,3,0,,3,0.9640376073558156,-10.417877034443181
45,29.559300257657018,3,0,,3,0.9525074612262637,-10.89801806072856
46,29.580431974690082,3,0,,3,1.3819516845047475,-11.09954102039337
47,29.596175200670334,3,0,,3,0.6441310410564011,-11.33963090020257
48,29.50674802092149,3,0,,3,1.050467539774744,-11.532876541740016
49,29.45720323670675,3,0,,3,0.7314934769743368,-11.722560581408048
50,29.577455229736188,3,0,,3,1.0378761839222264,-11.906069575129328
51,29.752195017121156,3,0,,3,0.9329641939778077,-12.142045196733976
52,29.636917058281227,3,0,,3,0.7503633812069893,-12.295857286453247
53,29.639752053565918,3,0,,3,0.8623967139344466,-12.524307250976562
54,29.56607558736327,3,0,,3,0.6652731549095463,-12.737581923201278
55,29.53681851527671,3,0,,3,0.9468725525044106,-12.980936952539393
56,29.791951095163935,3,0,,3,0.8031032291742471,-12.853133666209686
57,29.682694346743094,3,0,,3,0.9657732642985679,-13.148366000201252
58,29.601992235201482,3,0,,3,1.0555604539419476,-13.40738642843146
59,29.69698733112242,3,0,,3,0.9440020730620936,-13.417245262547544
60,29.537289068889635,3,0,,3,0.8280947009722391,-13.816269312149439
61,29.60996579379362,3,0,,3,0.8031894702177781,-13.873255876394419
62,29.546787063111527,3,0,,3,0.7892015407214293,-14.20857236192033
63,29.614145578049328,3,0,,3,0.8720239705982662,-14.475560983022055
64,29.729254026352493,3,0,,3,1.1760915999229138,-14.735475931412134
65,29.692644913509117,3,0,0.75,3,1.0033615522268342,-14.821692117830603
66,29.50535869101829,3,0,1.0,3,0.9590171815418616,-15.038001851337713
67,29.561105315545046,3,0,,3,0.9449225240028821,-15.20932256258451
68,29.625765463623875,3,0,,3,0.8249971554046724,-15.419460459453303
69,18.15455917498834,2,1,0.4444444444444444,3,0.9068507568256275,-15.80038003663759
70,29.522545646590704,3,0,,3,0.9802674169723804,-15.734219184288612
71,18.312983796744916,2,1,0.4444444444444444,3,0.851744481921196,-15.909293627738952
72,18.150053753952978,2,1,0.47368421052631576,3,1.2113909470407587,-15.99513766640111
