seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,47.38888888888888,51.444444444444436,24.411200694539417,46.66666666666666
2,52.16666666666666,46.55555555555555,31.991044963171646,65.0
3,46.999999999999986,52.66666666666666,29.552709345388635,61.666666666666664
