world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss,alpha
1,-27.77056399189819,0,2,0.16666666666666666,3,,,
2,-5.028902824647012,1,2,0.3,3,,,
3,-30.97835767978488,1,2,0.2,3,,,
4,-28.458615750177326,0,2,0.36363636363636365,3,,,
5,-19.35169665847776,0,3,0.1875,3,,,
6,-15.209382595191158,1,1,0.4117647058823529,3,5.591584939149119,0.057862877117229566,0.19807396564752824
7,-28.966107694292816,0,2,0.0,3,4.995649948716164,0.059902763622812924,0.1903236885368824
8,-28.641046438767034,1,2,0.1875,3,4.09986381797955,0.20238518866485564,0.18068312293496624
9,-19.327211321997336,0,3,0.375,3,3.547573892907663,0.2953526373162414,0.1759519942782142
10,-27.541211171049216,0,2,0.25806451612903225,3,3.4852388520538806,0.4392070075683296,0.17019046746194363
11,-32.34161819079268,0,2,0.0,3,3.109068305194378,0.6225691150128841,0.16096430785954
12,-36.75575598659567,0,1,0.125,3,2.2188460936397316,0.7589286781847477,0.1524231482297182
13,-59.47545541209225,0,2,0.2875,3,1.4662238815426827,0.9854155106842518,0.14433198116719723
14,-41.23693798806551,0,2,0.25,3,1.3400103288143874,1.1610222905874252,0.1367444670945406
15,-27.445779101917925,1,0,,3,1.0654249736666679,1.2578207731246949,0.12957604825496674
16,-26.381927970539394,1,0,0.2916666666666667,3,0.9434172132611275,1.3454264596104621,0.12289139453321696
17,-25.87188957379075,1,0,0.17857142857142858,3,0.8900900342315435,1.4417481777071952,0.11660779800266027
18,-1.379934819359382,2,1,,3,0.9635294023054567,1.541882418773391,0.11097065435553138
19,-4.94871763326865,1,2,0.0,3,1.0691483987447543,1.5858584336745434,0.10788914274710876
20,-5.334270062911641,2,0,0.5,3,1.192930153310299,1.6302972954511643,0.10465115271508693
21,-4.873430222821864,1,2,0.5,3,1.4683838008448136,1.6166708635729412,0.10145186840794808
22,5.147379355803391,2,1,0.07142857142857142,3,1.2841453227129849,1.7280236247814063,0.10005758025429466
23,20.67679705172786,3,0,0.0,3,1.326058175969631,1.6685546585854063,0.09863266222020413
24,0.26431404870906167,2,0,0.25,3,1.510531358718872,1.7333405953645706,0.09564298987388611
25,-10.29685094290816,1,2,0.1875,3,1.2817757511511445,1.692438691854477,0.0929599218070507
26,8.930831167567938,2,1,1.0,3,1.3354960068276054,1.6746507192912854,0.09217859824237071
27,7.360296395158069,2,1,,3,1.6495298544565837,1.7277599213979182,0.09090302177728751
28,-8.570605982943887,1,2,0.1,3,1.6147471485953582,1.7174237543030788,0.08966924289339467
29,0.29093949552378423,2,0,0.23214285714285715,3,1.6385495206713676,1.7312065011262894,0.08720362946391105
30,7.4871004850661045,2,1,,3,1.8018234136604494,1.7021212664342695,0.08458078388244875
31,23.820875331504084,3,0,0.0,3,1.8826439875237486,1.78310260620523,0.08354825621589701
32,23.918876588539224,3,0,0.375,3,1.5501542658198113,1.67070184618819,0.08261328964841132
33,8.967728786929081,2,1,0.041666666666666664,3,1.8434149274286233,1.5735249373148072,0.08164095231946909
34,-4.621166934770076,1,2,0.16666666666666666,3,2.2018042989075184,1.7691966481506824,0.08100347686558962
35,-9.429130418875408,1,2,0.1111111111111111,3,2.3811994104062095,1.5552422581082683,0.08032692627886594
36,-5.104931707334053,1,2,0.4,3,1.7977711600916726,1.628211396081107,0.07968710788658687
37,-7.2421855732118345,1,2,0.2,3,1.8185526520013808,1.5727654159069062,0.07922042459249497
38,-5.553688367614458,1,2,0.0,3,2.1953835792657808,1.6044491645766468,0.07852351574636088
39,3.2876957964150413,2,1,0.2,3,2.276117492927594,1.5854086942887038,0.07741086837950717
40,22.574529691743237,3,0,,3,1.901188832262288,1.636375121448351,0.07626457301818806
41,23.129572256708766,3,0,0.16666666666666666,3,2.075797849375269,1.4535444728706195,0.07546978071331978
42,6.976559051080495,2,1,0.0,3,2.0416472327709196,1.4869574224948883,0.07466202139854432
43,-19.55324647187572,0,3,0.3,3,1.939477456940545,1.6123853127161663,0.07416363639963998
44,20.22831430705341,3,0,0.14285714285714285,3,2.443114462445994,1.4240818795610646,0.07359809672734777
45,11.012798417975297,3,0,,3,2.058637914923847,1.3618493931472,0.07157035932171768
46,-19.781679118085638,0,3,0.0,3,2.0100050227982655,1.480897226503917,0.06998540248189654
