world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents
1,-3.303008790505059,0,0,0.3333333333333333,3
2,-6.834110878312406,0,2,0.25,3
3,18.359826625337508,1,0,0.2222222222222222,3
4,14.615057135788774,0,0,,3
5,-3.2439897162363778,0,0,0.2222222222222222,3
6,6.85065386046588,0,1,0.18181818181818182,3
7,-6.673488316772087,0,1,0.25,3
8,4.788251448850385,1,0,0.375,3
9,6.193343647978568,0,0,0.4583333333333333,3
10,6.144824335372291,0,1,,3
11,4.811164016456078,0,1,,3
12,5.232509915361544,1,0,,3
13,-4.4604298792161226,0,1,,3
14,5.4185166252851715,1,0,,3
15,6.043394468861314,0,2,1.0,3
16,-8.883111866512102,0,1,0.3125,3
17,6.286861921888668,0,1,0.5,3
18,16.43405126277808,1,0,,3
19,3.7128684743853597,0,1,0.5,3
20,18.050831876241045,1,0,,3
21,18.025140217253,1,0,,3
22,29.335874118596355,1,0,,3
23,6.8618615995458185,0,1,0.14285714285714285,3
24,17.40788304056228,0,1,0.23076923076923078,3
25,18.36024512776441,0,1,,3
26,29.080603628390907,1,0,,3
27,29.39288258555841,1,0,,3
28,29.148451299813615,1,0,,3
29,7.0654662149155465,0,1,,3
30,7.259579942934393,0,1,,3
31,18.1555103309644,1,0,,3
32,17.83806884395248,0,1,,3
33,29.4524302239363,1,0,,3
34,7.4249224973639985,0,1,,3
35,29.36814010064302,1,0,,3
36,29.472220381141597,1,0,,3
37,29.42459642454733,1,0,,3
38,29.261739447996472,1,0,,3
39,6.817935986944325,0,1,,3
40,29.425561389868147,1,0,,3
41,29.377278318648063,1,0,,3
42,29.38225525965004,1,0,0.0,3
43,29.466179483878154,1,0,,3
44,29.235829623932062,1,0,,3
45,29.40049683614321,1,0,,3
46,29.350780450371428,1,0,0.25,3
47,29.419783237765895,1,0,,3
48,28.801678920210705,1,0,,3
49,29.519321926822716,1,0,,3
50,29.354442559025603,1,0,,3
51,29.32118979739464,1,0,,3
52,29.38313898126768,1,0,,3
53,18.564202596851626,0,1,,3
54,18.059260688889868,1,0,,3
55,18.4169394087001,0,1,,3
56,29.535834067411106,1,0,,3
57,29.58448808289525,1,0,,3
58,29.636345591278452,1,0,,3
59,29.47308515099162,1,0,,3
60,29.51708207098065,1,0,,3
61,29.574888543939736,1,0,,3
62,29.54511758534998,1,0,,3
63,29.412942862283703,1,0,,3
64,29.46822626193294,1,0,,3
65,18.09055531847038,0,1,,3
66,29.4744424409116,1,0,,3
67,29.57879056962823,1,0,,3
68,18.609624789039376,0,1,,3
69,29.64063756331259,1,0,,3
70,29.539998439029915,1,0,,3
71,29.48344837386773,1,0,,3
72,18.091711879612046,0,1,,3
73,29.53652817425193,1,0,,3
74,-8.372997923090411,0,1,0.4166666666666667,3
75,18.11369971005523,0,1,,3
76,29.514773151777472,1,0,0.5,3
77,29.531917154112204,1,0,0.2857142857142857,3
78,29.66825822373671,1,0,,3
79,29.541162455279363,1,0,0.4375,3
80,29.592379818721486,1,0,0.4,3
81,16.690914413383766,1,0,0.35,3
82,17.74340087336545,1,0,0.23076923076923078,3
83,5.1123604278623365,0,1,,3
84,4.863289402070662,0,1,0.5,3
85,-6.108410531224032,0,1,0.3,3
86,5.445183014364505,0,1,0.3684210526315789,3
87,16.922408750504324,1,0,0.3888888888888889,3
88,16.70600752585928,1,0,0.0,3
89,16.642621127457115,1,0,0.41935483870967744,3
90,5.597799794271516,0,1,0.4090909090909091,3
91,5.6156144320828005,0,1,,3
92,5.468936899432411,0,1,,3
93,16.16646337308864,1,0,0.6,3
94,16.768842619029993,1,0,0.4782608695652174,3
95,-6.9176048652182915,0,1,0.125,3
96,5.163389797308034,0,1,0.4642857142857143,3
97,16.897532179187312,1,0,,3
98,6.918926358522697,0,1,0.375,3
99,5.822506849209926,0,1,0.3157894736842105,3
100,16.888801722478902,1,0,0.6,3
101,18.22740740600567,0,1,0.30434782608695654,3
102,5.825307993049882,0,1,0.2631578947368421,3
103,18.542713808062327,0,1,0.3684210526315789,3
104,17.420350256410007,0,1,0.3125,3
105,18.534915444247023,0,1,0.3,3
106,17.060300155089497,1,0,0.3181818181818182,3
107,18.155492031513017,0,1,0.35,3
108,18.313784112728484,0,1,0.25,3
109,17.326145990481134,0,1,0.47368421052631576,3
110,-5.334866142583507,0,1,0.16666666666666666,3
111,-5.9516081545254655,0,1,0.4,3
112,5.662898454589591,0,1,0.35294117647058826,3
113,5.170568541093361,0,1,0.5882352941176471,3
114,5.881313003990965,0,1,0.36363636363636365,3
115,-5.010667409775494,0,1,0.20833333333333334,3
116,-4.904135271211285,0,1,0.5,3
117,16.43029606494972,0,1,0.47368421052631576,3
118,-5.611314523043814,0,2,0.5,3
119,17.289933943617626,0,1,0.35714285714285715,3
120,18.242637637159437,0,1,0.34615384615384615,3
121,16.811711386445555,0,1,0.3333333333333333,3
122,-5.71436835390172,0,2,0.3,3
123,16.87739557606521,0,1,0.48484848484848486,3
124,-5.039066478098139,0,2,0.3125,3
125,16.933229218607263,1,0,0.25,3
126,-6.187142468490518,0,1,0.5,3
127,17.03163331164578,1,0,0.1875,3
128,16.692342759762756,1,0,0.3333333333333333,3
129,16.857963002927562,1,0,0.3333333333333333,3
130,5.001973238750875,1,0,0.375,3
131,17.09664954824575,1,0,0.375,3
132,-6.080520966989927,0,2,0.4,3
133,-6.051995260620797,0,3,0.375,3
134,-4.374559911438014,0,1,0.2727272727272727,3
135,5.366424542689938,0,1,0.34782608695652173,3
136,16.591955829697678,0,1,0.6666666666666666,3
137,16.26170306584761,0,1,0.2727272727272727,3
138,5.192302602307035,1,0,0.4,3
139,16.97374595849315,1,0,0.42857142857142855,3
140,16.76844444368124,1,0,0.21739130434782608,3
141,16.84601415689748,1,0,0.38095238095238093,3
142,16.852348873859565,1,0,0.34782608695652173,3
143,5.884074302562503,1,0,0.5833333333333334,3
144,18.57535618251301,0,1,0.5,3
145,16.85665803978109,1,0,0.47619047619047616,3
146,17.051378060956615,1,0,0.2857142857142857,3
147,18.60462820538879,0,1,0.46153846153846156,3
148,17.33386628220253,0,1,0.5909090909090909,3
149,17.557750162425567,0,1,0.5,3
150,18.595303805725674,0,1,0.35714285714285715,3
151,16.935038193446868,1,0,0.5,3
152,17.066760101377707,1,0,0.375,3
153,17.151650015790974,1,0,,3
154,16.88228995704198,1,0,0.25,3
155,16.94209522093581,1,0,0.3,3
156,17.015393599233903,1,0,0.3125,3
157,16.969497637788802,1,0,0.2727272727272727,3
