world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss
1,-26.195223057835662,0,2,0.2,3,,
2,-30.83437721739946,0,1,0.5882352941176471,3,,
3,-25.608145180875624,0,2,0.125,3,,
4,-25.728587999347948,0,2,0.4090909090909091,3,2.216823151237086,0.7651357938323105
5,-46.120532923817365,0,2,0.4315068493150685,3,1.3869778419099748,0.7823374027013779
6,-3.543603093390695,1,2,,3,1.5980954244732857,0.7973063264574324
7,-21.56787695162673,0,2,0.375,3,1.3832715561985969,0.807538146674633
8,-20.35913365340304,0,3,0.8571428571428571,3,1.6553872437324635,0.8748330934481188
9,-10.565423870543277,1,2,0.5,3,1.7553097720078208,0.8757638455482951
10,-15.629746571858313,0,3,0.75,3,2.0888237043430933,0.8227227595117357
11,-15.660177538714755,0,3,0.3333333333333333,3,1.989953139288859,0.7755222347649661
12,-8.947753173559471,1,1,1.0,3,2.1995055878907444,0.8038682502508163
13,-16.59883723228116,0,3,0.3333333333333333,3,1.5834954458064046,0.8445935765902202
14,-36.032155015689895,0,1,0.3,3,1.5742974554002285,0.8815218442678452
15,-16.078971198767075,0,3,0.5,3,1.1970149846031115,0.9392366111278534
16,-16.000906677901394,0,3,0.5,3,1.4728100738355092,0.9640304796835956
17,-7.560988267786456,2,1,0.4090909090909091,3,1.1599232768789332,1.0527192125929163
18,-18.378139437143194,0,3,0.5,3,1.5915289565368935,1.0762103887704701
19,-17.011464654083003,0,3,0.5,3,1.7595340319369968,1.1574459671974182
20,-4.158539017707537,1,2,0.5555555555555556,3,1.7273536557736604,1.220680291002447
21,-5.22701916657772,1,2,0.5,3,1.638005901297385,1.2232121723619374
22,-16.572683545733128,0,3,0.5,3,1.2440142662901628,1.2737365365028381
23,-4.757698885476985,1,2,0.4,3,1.5212493336200714,1.3031778534253438
24,-16.75938287381555,0,3,0.5,3,1.67205599291871,1.2264465789000194
25,-18.21901192745076,0,3,0.5,3,1.6630596254231795,1.3509355165340282
26,1.2098553808295887,2,1,0.625,3,1.9145564467989824,1.3531115606266966
27,-16.295552016173488,0,2,0.85,3,1.7319188972562551,1.3330634337663652
28,-22.71005226797861,0,3,0.2804878048780488,3,1.5864051716237129,1.400726968050003
29,-2.2796947917639905,1,2,0.5588235294117647,3,1.3521027003343289,1.3753708509298472
30,-22.132368291047467,0,3,0.4444444444444444,3,1.6631931950186574,1.4217912873556449
31,-20.082030382320838,0,3,0.4666666666666667,3,1.6850684691559186,1.4379626843664381
32,-13.94314886030555,0,2,1.0,3,1.5548847822844982,1.5606204974651336
33,-8.306592817355819,2,0,0.35185185185185186,3,1.381235377341509,1.6245477682352065
34,-6.357405755164376,1,2,0.2631578947368421,3,1.4255848365375794,1.6269990901152294
35,-6.806965533144331,1,2,0.32608695652173914,3,1.171626903460576,1.664905872195959
36,5.555762748096587,2,0,0.375,3,1.4230456113815309,1.6417292553186416
