seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,68.72222222222221,30.94444444444444,26.13099972805318,75.0
2,67.83333333333333,30.166666666666668,26.606324277936736,80.0
3,69.05555555555554,30.611111111111107,32.202025539657924,81.66666666666666
