seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,72.44444444444444,26.277777777777775,25.039429178801655,76.66666666666666
2,79.72222222222221,19.111111111111107,24.15105531933971,86.66666666666666
3,78.1111111111111,20.777777777777775,25.44238477558607,90.0
