world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents
1,-7.665744765163205,0,1,0.6666666666666666,3
2,9.578861360901422,0,0,0.4,3
3,-4.773382806122754,0,1,0.3333333333333333,3
4,-5.116151510226437,0,0,0.375,3
5,-6.1729557641876704,0,1,0.25,3
6,-6.1333819905863125,0,1,0.5,3
7,-4.206797714003467,0,0,0.2857142857142857,3
8,-6.432377476591959,0,1,0.17647058823529413,3
9,-5.562038819856103,0,2,0.375,3
10,-8.756933494199513,0,1,0.45161290322580644,3
11,-4.896746610349222,0,1,0.22727272727272727,3
12,-6.75306779995334,0,1,0.0,3
13,-5.2795936893401265,0,1,0.375,3
14,-5.617973087240512,0,1,0.26666666666666666,3
15,5.63904953617129,1,0,0.3333333333333333,3
16,-5.38355242109008,0,1,0.5625,3
17,6.192972245793139,1,0,0.16666666666666666,3
18,-5.062676865108777,0,1,0.4,3
19,-5.799746292975061,0,1,0.23076923076923078,3
20,-5.560463267958657,0,1,0.5,3
21,-4.45016207642675,0,1,0.16666666666666666,3
22,6.773438567033157,1,0,0.4166666666666667,3
23,-4.552798981688245,0,1,0.3,3
24,-5.370658994180919,0,1,0.375,3
25,-4.342873958244694,0,1,0.375,3
26,-5.936586752524394,0,1,0.3333333333333333,3
27,-4.667239605044911,0,1,0.3333333333333333,3
28,-5.673215498676259,0,1,0.5,3
29,-4.9439764623889575,0,1,0.2413793103448276,3
30,-6.460569930761756,0,1,0.05555555555555555,3
31,6.44241409796097,1,0,0.26666666666666666,3
32,6.7006002075592725,0,1,0.4,3
33,5.946421188679589,1,0,0.24242424242424243,3
34,-4.660051340213907,0,1,0.25,3
35,-5.962002417020422,0,1,,3
36,6.488410930104404,1,0,0.25,3
37,-5.676692144809923,0,1,0.14285714285714285,3
38,7.023534587977037,1,0,0.4375,3
39,-5.342236361806939,0,1,0.14285714285714285,3
40,-7.106778014742794,0,1,0.42857142857142855,3
41,5.5356089309062595,1,0,0.75,3
42,-5.71279503314832,0,2,0.21951219512195122,3
43,-4.971747570916171,0,2,0.25,3
44,-6.578516925561151,0,1,,3
45,-5.345115381017073,0,1,0.25,3
46,3.4690635849509994,1,0,0.2631578947368421,3
47,-4.749121416522089,0,1,0.07142857142857142,3
48,-5.441257256377033,0,1,0.25,3
49,-6.1387345821274115,0,2,0.3333333333333333,3
50,-5.269629565039609,0,1,0.08333333333333333,3
51,-5.827855652530597,0,1,0.5,3
52,-5.190351721514392,0,1,0.1875,3
53,-5.164471648672678,0,1,0.3333333333333333,3
54,7.194268046919453,0,1,0.3333333333333333,3
55,6.605698447469661,1,0,0.6666666666666666,3
56,-3.592430542489232,0,2,0.38461538461538464,3
57,4.975968922740821,0,1,0.2,3
58,4.751736043816482,0,1,0.42857142857142855,3
59,-4.36949187074467,0,1,0.5,3
60,-4.567983054304694,0,1,0.3333333333333333,3
61,5.023592525285479,0,1,0.3333333333333333,3
62,4.447152440390756,0,1,,3
63,6.666616837110983,0,0,0.4444444444444444,3
64,4.7464524968788435,1,0,0.3333333333333333,3
65,6.7445980927188325,0,1,0.5,3
66,-4.8824363750826665,0,1,0.3,3
67,3.940646207992167,0,1,,3
