world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss,alpha
1,-27.752229378631654,0,2,0.16666666666666666,3,,,
2,-5.042814392366556,1,2,0.2,3,,,
3,-30.888730085511156,1,2,0.23333333333333334,3,,,
4,-28.43288693616246,0,2,0.36363636363636365,3,,,
5,-19.33326733843049,0,3,0.1875,3,,,
6,-15.195050528517731,1,1,0.4117647058823529,3,5.5918346149546485,0.05753562611437613,0.19807396564752824
7,-28.925887774256896,0,2,0.0,3,4.997143960334361,0.05902207417413592,0.19032363630831242
8,-27.21883582345905,1,2,0.2916666666666667,3,4.071350449501579,0.18709847876635283,0.18097789607830903
9,-24.83288947466103,0,2,0.5384615384615384,3,3.1936420380324124,0.3511364839784801,0.172326542660594
10,-26.48754500868189,0,2,0.42857142857142855,3,2.5252590925246476,0.5124618557840586,0.16285242468118669
11,-31.128739836906913,0,2,0.0,3,2.2078074807673693,0.6203325818479061,0.15415814712643625
12,-35.64664775951003,0,3,0.4166666666666667,3,1.4391195882791243,0.7318673519031057,0.14671617990019936
13,-25.1554619347221,0,3,0.6,3,1.9176119011552895,0.8641580286271432,0.14219537026741924
14,-23.21636605681466,0,2,0.5,3,1.5868314919620752,1.0408928164839744,0.13711989805102348
15,-32.98746351285286,0,2,0.14285714285714285,3,1.2768620823323726,1.3490888276696205,0.12992110818624497
16,-32.65821326087487,0,2,0.15,3,1.1913515575230123,1.6118159916996957,0.12318918760865927
17,-33.10159864513776,0,1,0.4,3,1.1282566572725772,1.8549927109479905,0.11678690496832132
18,-13.25509179612606,1,2,0.4375,3,0.9941748087523413,1.855392939731723,0.11189053940479873
19,-19.87082571836895,1,2,0.125,3,1.1182897646810106,2.068971205869487,0.10737622228156718
20,3.195154398400508,2,1,0.375,3,1.506069296130947,2.0775487259322523,0.10334424236241509
21,-22.303841870101866,0,2,0.5,3,1.3148154497146607,2.094893810749054,0.09938922442495823
22,-35.20662734655776,1,1,0.0,3,1.2092084772884846,2.2179744803905486,0.09442454248666764
23,-22.91348801340274,1,0,,3,1.1325891141593456,2.5255362260341645,0.08965592514723539
24,-13.8191187596253,1,1,,3,1.2527875028550626,2.671533035635948,0.08515240300446748
25,-15.398443944355407,1,0,0.08333333333333333,3,1.2924855579435826,2.760751791000366,0.080952607691288
26,-14.43343255169462,1,0,0.34615384615384615,3,1.0880140842497348,2.8379597061872484,0.07694867622107267
27,-11.238270728435806,1,1,,3,1.071146931797266,2.992730888724327,0.07313404601067304
28,1.764498464813703,2,0,0.0,3,1.0724587140977382,3.0721018213033675,0.0695413876697421
29,-28.245934503517546,0,2,0.3,3,1.2671078619360925,3.093320546746254,0.0661501183360815
30,-21.391655580836016,0,3,0.3,3,1.4412589291138436,3.0865451542299187,0.06402144436515979
31,-0.17080280954273044,2,0,0.4,3,1.1472187899053097,3.0471430057287217,0.06193859279155731
32,-0.29279151627701455,2,0,0.25,3,1.2656477850675583,3.0268752819299696,0.058951686155050996
33,-7.053751579258235,1,2,0.125,3,1.4187016197613307,3.139037135669163,0.057284320890903476
34,-4.6013613696178775,1,2,0.0,3,1.278677369467914,3.144250728189945,0.056813417468219995
35,-13.370197222257906,1,1,0.05,3,1.3476519156992435,3.1027700835466385,0.05528220597654581
36,10.171966107644907,2,0,,3,1.4324777056276798,3.1725240790843965,0.052759673576802016
37,-11.334410279195048,1,2,0.23076923076923078,3,1.479905937089036,3.1644681084234985,0.05071865823983357
38,-4.393404480798725,1,2,0.375,3,1.479233415370964,3.2482127597533075,0.04943244078432221
39,-4.463847562568501,2,0,0.2777777777777778,3,1.631250846683979,3.2094781720638275,0.04789845269173384
40,15.104871695552845,3,0,,3,1.592907916205798,3.216989735300227,0.04614316371753234
