seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,74.77777777777779,20.666666666666668,30.094651725203914,88.33333333333334
2,67.05555555555553,13.944444444444441,36.64918972249467,90.0
3,86.49999999999999,11.944444444444443,37.66715091269337,96.66666666666666
