seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,74.33333333333331,24.94444444444444,21.36630832978906,80.0
2,74.38888888888889,24.055555555555554,24.67396693577296,86.66666666666667
3,73.27777777777776,25.44444444444444,23.743019704035778,93.33333333333333
