seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,40.722222222222214,56.61111111111109,30.602861067615095,56.666666666666664
2,44.49999999999999,54.11111111111111,27.667778315575276,73.33333333333333
3,54.16666666666666,45.6111111111111,29.246379046049668,65.0
