seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,12.72222222222222,19.888888888888886,31.131725174975845,0.0
2,23.111111111111107,15.777777777777773,29.89609307189142,0.0
3,53.888888888888886,16.555555555555554,33.71778600527009,1.6666666666666665
