seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,32.61111111111109,1.611111111111111,37.573324846595,38.333333333333336
2,22.777777777777775,10.777777777777777,43.85811740910045,21.666666666666664
3,23.277777777777775,11.277777777777777,23.86999765533347,19.999999999999993
