world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents,critic_loss,actor_loss
1,-27.77056399189819,0,2,0.16666666666666666,3,,
2,-5.028902824647012,1,2,0.3,3,,
3,-30.97835767978488,1,2,0.2,3,,
4,-28.458615750177326,0,2,0.36363636363636365,3,,
5,-19.35169665847776,0,3,0.1875,3,,
6,-2.1657033008094047,2,1,0.4117647058823529,3,6.283867187798023,0.879768043756485
7,-26.253880349616836,0,3,0.0,3,4.696600199474589,0.7808022233455078
8,-19.93691453456107,0,3,0.05,3,6.188166485892402,0.9277724027633667
9,-24.854927704328777,0,2,0.4444444444444444,3,5.481210245937109,0.8836037230491638
10,-28.981388888857634,0,3,0.45,3,3.5693965678114488,0.7330751875078821
11,-30.319241701231167,0,3,0.36363636363636365,3,2.9516876326210197,0.7781888202510097
12,-20.22659736512743,0,3,0.0,3,3.119259320820371,0.7340179858729243
13,-25.489934102774466,0,3,0.0,3,2.603010157151009,0.7352076750813108
14,-24.583418693673142,0,3,0.0,3,2.6765831480192586,0.8913113325834274
15,-22.634947324226932,0,3,0.1,3,2.3158340133153477,0.8177279577805445
16,-29.709210106481475,0,2,0.3620689655172414,3,2.1021375121176242,1.099000204205513
17,-13.51217442946755,1,1,0.4090909090909091,3,1.8350559921562672,1.3746746504306793
18,-28.651123174134796,0,2,0.3181818181818182,3,1.4417710057646036,1.537703223824501
19,-47.776304497543414,0,3,0.19117647058823528,3,1.3342991535152708,1.635986184587284
20,-7.158245344997185,1,2,0.6818181818181818,3,1.2033488874634106,1.7569032708803813
21,-22.54610526098406,0,3,,3,1.3508618733670452,1.8016367530822754
22,-21.97310500282826,0,2,0.16,3,1.3263604841381311,1.8755901610851289
23,-1.6747129076909257,2,1,,3,1.1996925295940761,1.9571893009646186
24,-26.852007109215634,0,3,0.375,3,1.220185107564273,2.035812770998156
25,-15.612784699263722,1,2,0.0,3,1.450559521317482,2.1536305759144927
26,-18.775216164725283,1,2,0.21739130434782608,3,1.2599202015002569,2.121581678390503
27,6.098903582415422,2,0,,3,1.2183278403431177,2.2494253551959993
28,-12.257894483785718,1,0,0.18253968253968253,3,1.1465582758188249,2.3293695652484896
29,-11.38406125984578,1,2,0.3333333333333333,3,1.2636902363774198,2.325236823823717
30,-7.5063560313226,2,1,0.15517241379310345,3,1.3107460952568344,2.473756711657454
31,16.796046796803378,3,0,0.05,3,1.1229487705169265,2.493297151683532
32,21.09932251097015,3,0,0.0,3,1.2466484562295381,2.2189200510744187
33,-6.386789796920238,1,1,,3,1.2304930199682713,2.222094908952713
34,16.38362425170159,3,0,0.325,3,1.1758167830524067,2.1373186333974203
35,19.697953255887565,3,0,0.1,3,1.1334474682807922,1.932306402607968
36,24.776470379169876,3,0,0.6666666666666666,3,1.2048580735921859,1.8966683228810628
37,-9.824311244569913,1,2,0.16071428571428573,3,1.3250623279147677,2.0125556919309826
38,-3.3929354910794878,1,2,0.25,3,1.268129755150188,2.0899302634325894
39,9.009453616149692,2,1,0.1111111111111111,3,1.6021595627069474,2.1097739577293395
40,5.974754787707108,2,1,,3,1.5381866349300868,1.9574848628706403
41,23.62308053495131,3,0,0.16666666666666666,3,1.7048439875892971,1.9007171175696633
42,6.547611451626362,2,1,0.08333333333333333,3,1.5462479025125504,1.7837814092636108
43,6.792591905666779,2,1,0.0,3,1.687431000471115,1.8275257182121276
44,23.258736333898696,3,0,0.18181818181818182,3,1.8544914527017562,1.7750810673159938
45,-3.424155523474519,1,2,0.25,3,1.215557023882866,1.7685227692127228
46,-11.445425347592908,1,2,0.0,3,1.9000904189618253,1.6251225100623237
47,25.702483007518946,3,0,,3,1.5074398609308095,1.3736321513469403
48,21.572046076780254,3,0,1.0,3,1.6049640438495538,1.6450987696647643
49,9.274814774765234,2,0,0.3333333333333333,3,1.5800555388629436,1.4267634707689285
50,26.410060338539864,3,0,,3,1.3101565425212567,1.2550638134662921
51,-16.89743041965652,0,3,0.25,3,1.1443206667900085,1.3691872358322144
52,10.119443153752458,2,1,0.05555555555555555,3,1.996473517106927,1.2435399889945984
53,24.90536715146152,3,0,,3,3.329938668471116,1.4886414174522673
54,-4.748695313602686,1,2,0.16666666666666666,3,1.7901326247623988,0.931314080953598
