seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,92.88888888888889,6.333333333333332,40.937419507263556,100.0
2,95.66666666666667,3.6111111111111103,68.54297626460747,100.0
3,94.05555555555554,5.0555555555555545,66.44207232600294,100.0
