world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents
1,0.1519277524948155,1,2,0.08974358974358974,3
2,-9.035707937081655,0,3,0.0,3
3,-10.557122191985446,0,3,0.3333333333333333,3
4,-9.514842045108475,0,3,,3
5,-10.026231733957923,0,3,0.0625,3
6,-11.2065306609869,0,3,0.16666666666666666,3
7,2.3470945374170946,1,2,0.1111111111111111,3
8,0.4415421013037412,1,2,0.32,3
9,-7.884096425573027,0,3,0.13636363636363635,3
10,-8.007622258265812,0,3,0.2857142857142857,3
11,-10.61145380099614,0,3,0.14285714285714285,3
12,-6.726206156810117,0,2,0.25,3
13,-6.029956593314804,0,3,0.0625,3
14,-7.1158676717678695,0,3,0.5833333333333334,3
15,3.0973034493128453,1,2,0.16666666666666666,3
16,-7.794029121597608,0,3,0.5,3
17,-7.327033513188361,0,3,0.47058823529411764,3
18,0.7438399600982765,1,2,,3
19,-7.218832830588018,0,3,0.3,3
20,-12.28575629075368,0,3,0.39473684210526316,3
21,-4.891596550345419,0,2,,3
22,-8.14895545959472,0,3,0.25,3
23,0.9184237051010152,1,2,,3
24,-8.067915229002635,0,3,0.42857142857142855,3
25,-4.178668734629947,0,2,0.4126984126984127,3
26,3.391552526156111,1,2,0.3076923076923077,3
27,4.1339198990662895,1,2,,3
28,-7.933300820191701,0,3,0.5,3
29,-6.346219009160994,0,3,0.21428571428571427,3
30,14.769016321500144,2,1,,3
31,4.916193984548259,1,2,0.5,3
32,-8.376910523970915,0,3,0.4411764705882353,3
33,-8.006534914573033,0,3,0.4666666666666667,3
34,2.5640235998233236,1,2,0.42857142857142855,3
35,-8.477072329123812,0,3,0.16666666666666666,3
36,-8.291669123768806,0,3,0.3888888888888889,3
37,-8.164864568909008,0,3,0.25,3
38,-7.609885201454162,0,3,0.5,3
39,3.8469628274440786,1,2,0.2,3
40,2.95429411133131,1,2,0.5,3
41,0.7548847826321984,1,2,0.3541666666666667,3
42,2.251424055496855,1,2,0.45454545454545453,3
43,-8.59106066008409,0,3,0.45454545454545453,3
44,25.490645817120875,3,0,0.2222222222222222,3
45,3.3473886652787557,1,2,0.35,3
46,2.791808971166614,1,2,0.5,3
47,-7.856962035099666,0,3,0.6666666666666666,3
48,12.699610580801966,2,1,0.3563218390804598,3
49,3.212523973584178,1,2,0.27692307692307694,3
50,-8.03329629302025,0,3,0.2777777777777778,3
51,-8.072363235553096,0,3,0.2,3
