world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents
1,-5.4605153434995275,0,2,0.29310344827586204,3
2,-4.870333271277869,0,0,,3
3,-2.3897674803370585,0,0,0.3333333333333333,3
4,-4.643150686565935,0,0,0.2916666666666667,3
5,-10.030310432025574,0,2,0.4,3
6,-7.361042165185199,0,1,0.6666666666666666,3
7,3.9421554489124806,1,0,0.625,3
8,-6.130194666404729,0,1,0.3333333333333333,3
9,-6.393527787707733,0,1,0.45454545454545453,3
10,6.234596309096808,1,0,0.3333333333333333,3
11,17.81095919450279,1,0,0.3125,3
12,-4.914374809248902,0,1,0.18181818181818182,3
13,6.141614326110923,1,0,0.16666666666666666,3
14,28.6401445021946,1,0,0.4857142857142857,3
15,-5.582129281812459,0,1,0.08333333333333333,3
16,-5.547338225696808,0,3,0.4375,3
17,18.274473387263573,1,0,0.21428571428571427,3
18,-4.614011500264917,0,1,0.25,3
19,18.444279129161572,1,0,0.19444444444444445,3
20,18.287172989341126,1,0,0.26666666666666666,3
21,-4.540283373111056,0,1,1.0,3
22,18.207290838741525,1,0,0.4,3
23,18.228406465221536,1,0,0.2916666666666667,3
24,18.007153486559556,1,0,0.3611111111111111,3
25,18.22084393568934,1,0,0.35294117647058826,3
26,18.143811092835268,1,0,0.5,3
27,18.235590835372836,1,0,0.16666666666666666,3
28,18.16744287420535,0,1,0.3157894736842105,3
29,18.299429481624674,1,0,0.1875,3
30,18.215778827838736,1,0,0.36363636363636365,3
31,18.23696769750578,1,0,0.3333333333333333,3
32,18.35053881895824,1,0,0.375,3
33,18.20291854291589,0,1,0.3125,3
34,18.24679706096887,0,1,0.45,3
35,18.392308973785447,1,0,0.2777777777777778,3
36,18.3783432420381,1,0,0.25,3
37,18.235009355522873,0,1,0.3333333333333333,3
38,18.361708841207424,0,1,0.3181818181818182,3
39,18.32758891742571,0,1,0.4444444444444444,3
40,6.6716744827783065,0,2,0.5,3
41,6.720015967250743,1,0,0.3333333333333333,3
42,6.564780054987261,1,0,0.5,3
43,6.3491337505142225,1,0,0.16666666666666666,3
44,18.17445057638194,0,1,0.22727272727272727,3
45,17.930973848329714,0,1,0.3333333333333333,3
46,6.857157275443547,0,2,0.2857142857142857,3
47,6.794740946377537,0,2,0.5,3
48,29.26301966931723,1,0,0.25,3
49,6.74623854069488,0,2,0.35714285714285715,3
50,29.05839914753001,1,0,0.35,3
