seed,overall_goal_rate_pct,overall_collision_rate_pct,overall_colreg_rate_pct,last20_goal_rate_pct
1,76.1111111111111,22.66666666666666,27.461802238432025,85.0
2,72.22222222222221,26.22222222222222,27.57796422770638,75.0
3,71.0,27.72222222222222,26.8339623101441,95.0
