world_episode,avg_score,goal_count,collision_count,colreg_compliance_rate,n_agents
1,-13.239856497170374,1,2,0.4230769230769231,3
2,-18.152143788986933,0,3,0.3125,3
3,-23.77695730375849,0,3,0.5,3
4,-28.52152437854244,0,2,0.47058823529411764,3
5,-10.334597813705132,1,2,0.21428571428571427,3
6,-12.777302885658829,1,2,0.25,3
7,-3.675899120077817,1,2,0.5,3
8,-26.015320144563688,0,3,0.4666666666666667,3
9,-36.8445477288059,0,2,0.6710526315789473,3
10,-24.35494676238925,0,3,0.3333333333333333,3
11,-18.53030365873768,0,3,0.3,3
12,-18.919408123363954,0,3,0.75,3
13,-33.09559095539388,0,3,0.2,3
14,-18.577544281225045,0,3,1.0,3
15,-18.04488817011118,0,3,0.14285714285714285,3
16,-45.2313218238817,0,2,0.25,3
17,-8.46040824448986,1,2,0.3888888888888889,3
18,-29.036270382413317,0,3,0.4,3
19,-29.740049672656898,0,2,0.25,3
20,-20.941969746025666,0,3,0.5,3
21,-28.20461982893326,0,3,0.3125,3
22,-19.084984309488366,0,3,0.375,3
23,-32.0396918961046,0,3,0.5,3
24,-4.57130609420529,1,2,0.28125,3
25,-34.10603432698529,0,3,0.3125,3
26,-18.478672021001994,0,3,0.5,3
27,-26.457668471888667,0,3,0.3148148148148148,3
28,-15.339570633945314,1,2,0.625,3
29,-42.66585224573664,0,3,0.44,3
30,-18.30776175682163,0,3,0.25,3
31,-19.097447523449986,0,3,0.375,3
32,-27.82000884829257,0,2,0.0,3
33,-19.26031983513809,0,3,0.5,3
34,-34.87226114779434,0,2,0.5,3
35,-27.620751381451395,0,3,0.525,3
36,4.717711767242843,2,1,0.15789473684210525,3
37,-9.119670801972271,1,2,0.2,3
38,8.99898030988397,2,1,0.3,3
39,-0.142028424426807,2,1,0.5,3
40,6.031573102529845,2,1,0.4444444444444444,3
41,-23.23496398101466,0,3,0.5,3
42,-14.43242999373419,1,2,0.75,3
43,-17.817108498030823,0,3,0.5,3
44,-18.104608727124827,0,3,0.0,3
45,-8.244829217842232,1,2,0.3333333333333333,3
46,-4.26603551129826,1,2,0.0,3
47,-11.53047934808201,1,2,,3
48,-9.669968800483888,1,2,0.5,3
49,-4.562754487390918,1,2,0.0,3
50,-7.0250944092883,1,2,0.35294117647058826,3
51,-22.575952058409143,0,3,0.25,3
52,-10.976879985463704,1,1,0.5,3
53,-11.225743972998956,1,1,0.3076923076923077,3
54,-5.663447050103289,1,2,0.21428571428571427,3
55,-33.612134370800085,0,3,0.36666666666666664,3
56,-10.377312813434118,1,2,0.16666666666666666,3
57,-3.1612678452515404,1,2,,3
58,-26.26216407841137,0,3,,3
59,-5.351307238475054,1,2,0.125,3
60,-5.481149825491525,1,2,0.21428571428571427,3
61,-25.705951690979052,0,3,,3
62,-16.809415643831986,1,2,0.25,3
63,-27.298482883983542,0,3,0.4444444444444444,3
64,-6.576057952012605,1,2,0.25,3
65,-4.823136518696841,1,2,0.0,3
66,-4.3570894609157795,2,1,0.375,3
67,-9.778709942481646,1,2,0.75,3
68,-4.963641513242741,1,2,0.16666666666666666,3
69,6.053849152552328,2,1,0.3684210526315789,3
70,-15.418587505066128,1,2,1.0,3
71,-24.77609214918481,0,3,0.5416666666666666,3
72,-4.815537769567278,1,2,0.5,3
73,-21.317095446098246,0,3,0.25,3
74,5.20304838990234,2,1,0.25,3
75,10.50213130460564,2,1,,3
76,-25.51482285156804,0,3,0.375,3
77,-28.73642804034974,0,3,,3
78,-17.833030774143165,0,3,0.0,3
79,7.903451571824615,2,1,0.0,3
80,-6.927335937262055,1,2,0.3333333333333333,3
81,-10.157680484794625,1,2,0.5384615384615384,3
82,-22.805871665058305,0,3,0.26666666666666666,3
83,-4.889385385605199,1,2,0.4166666666666667,3
84,-20.087285986923323,0,3,0.25,3
85,-3.9793148055990493,1,2,0.47058823529411764,3
86,-29.595235422339794,0,3,0.0,3
87,-9.597795433308141,1,2,0.4,3
88,-21.130343228038925,0,3,0.5,3
89,-23.635547590025038,0,3,0.5,3
90,-19.862450798395603,0,3,0.25,3
91,-24.834877137118003,0,2,0.25,3
92,-19.723877911120614,0,3,0.4,3
93,-15.473307873469158,1,2,0.8571428571428571,3
94,-13.768569948969121,1,2,,3
95,-11.690952970434177,1,2,0.75,3
96,-23.962010008859277,0,3,0.42857142857142855,3
97,-19.255191676706833,0,3,0.5,3
98,-20.46734791520462,0,3,1.0,3
99,-22.243613135739967,0,3,0.5,3
100,-22.515870062487135,0,3,0.6666666666666666,3
101,-22.12938715036712,0,3,0.75,3
102,-24.757428898501058,0,3,0.6153846153846154,3
103,-17.21459615685261,1,2,0.4583333333333333,3
104,-4.9330966447831806,1,2,0.5882352941176471,3
105,-9.701861489904177,1,2,0.25,3
106,-10.712589365826036,1,2,0.3,3
107,-11.354988549750317,1,2,0.16666666666666666,3
108,-22.05655734172197,0,3,0.3,3
109,-21.508502129324487,0,3,0.6666666666666666,3
110,-19.882563772466042,0,3,1.0,3
111,-22.24158065228596,0,3,0.3333333333333333,3
112,-22.825995418460206,0,3,0.6666666666666666,3
113,-7.009846279241743,1,2,0.5,3
114,-23.1089685444407,0,3,0.375,3
115,4.4724366930384365,2,1,0.4,3
116,-20.945103629424462,0,3,0.36363636363636365,3
117,-12.26938683319733,1,2,0.125,3
118,1.195006647592565,2,1,,3
119,-24.806437565772637,0,3,0.35,3
120,4.785920762512599,2,1,0.34615384615384615,3
121,-19.187504254254947,0,3,0.25,3
122,-20.957254235934915,0,3,0.25,3
123,-9.359839970364725,1,2,0.3333333333333333,3
124,21.596877930942856,3,0,0.07142857142857142,3
125,1.3618396007152473,2,0,0.5952380952380952,3
126,-0.9104460394767143,2,1,,3
127,4.532977694720112,2,1,0.42857142857142855,3
128,20.916059578707372,3,0,,3
129,7.957120827071162,2,1,,3
130,4.652838692501732,2,1,0.3235294117647059,3
131,20.15436125890564,3,0,0.35714285714285715,3
132,-13.463146700392025,1,2,0.14285714285714285,3
133,-27.996570616404878,0,3,0.2,3
134,17.942327615299288,3,0,0.3333333333333333,3
135,8.999580754153671,2,1,,3
136,6.571793886442339,2,1,,3
137,13.921609545980141,3,0,0.4583333333333333,3
138,0.3101805873052624,2,0,,3
